country_or_area,year,value,category
Sweden,2000,68868.7688476056,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
France,1997,4111.5886690816,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,1990,35812.8936845412,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Austria,1994,61189.1025048542,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Greece,1994,108402.558432157,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Monaco,2010,90.1461081643513,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
New Zealand,2006,101.831,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,1994,18004.4453928209,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Russian Federation,2014,799.428306,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Malta,2003,134.610429373196,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1997,159.594680375364,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Portugal,2002,481.229440947543,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1996,256657.080416341,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Estonia,2011,20485.0360389207,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,1995,140557.060825691,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2011,421635.992874612,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Latvia,1995,11.5016279991938,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2013,19850.8289546557,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Ireland,2006,28.208,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Hungary,2003,579.923813000475,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
European Union,1990,5705.723894,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2006,28.439354686752,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Poland,2013,20140.1894467855,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,2012,869.965934367231,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Iceland,2013,3301.79631376577,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Hungary,2004,60231.6619844867,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,2009,2446.63342616026,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,1993,12816.656566594,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Finland,1993,5614.44591958677,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Denmark,2005,8148.66665814821,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Croatia,2001,2370.13253176201,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Czech Republic,2004,126876.916162316,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Australia,2012,20342.3834778016,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,1993,55689.2829100671,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2005,717356.20467005,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,1993,2936.3826814197,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2014,5556006.57780565,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Hungary,1998,202.777663046885,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Spain,2003,270.260190362704,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Belarus,1996,0.011172,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Finland,1994,5786.16374762057,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1990,207773.321142867,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Finland,1990,0.207057,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,1998,244.454161738242,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Ireland,2014,58253.6714019415,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Austria,2004,91835.8942410282,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Estonia,1996,20631.7526567215,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Austria,2007,1195.8903761885,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2011,71.8818954508995,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Malta,2011,3211.70609226187,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Australia,2014,129.605353985928,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Portugal,1992,66979.8391330233,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
New Zealand,2010,78942.2908980154,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Ukraine,1998,464400.030828998,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,2003,5138.51406858598,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2007,287.838829482165,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Iceland,1990,3633.55800889373,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Germany,2014,3396.171635868,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
United States of America,1992,6448677.15402554,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Croatia,2009,27909.1256955995,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Denmark,2006,977.625547473618,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Italy,1993,1672.06121799773,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Cyprus,1998,0.0673398684,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Ireland,2008,6954.76947511412,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
New Zealand,2008,37674.0517694367,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,1990,74271.5106844523,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Russian Federation,2003,2422097.78719788,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Romania,1998,9339.91235496597,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ireland,2012,37.388702689308,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Japan,2008,23095.1181033868,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Finland,2004,23.838093445812,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
France,1997,72.8315424,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Latvia,1993,16149.8550136135,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Liechtenstein,2014,0.04177826028221,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,1999,226.448838014394,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Latvia,2009,7.328163504,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
New Zealand,1993,7495.32910664526,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ireland,2009,62786.9795688554,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Malta,1999,2418.55556461069,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Poland,2008,403146.506212713,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Croatia,2007,13.049277553896,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Norway,2006,859.0759406652,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Japan,2002,271.722833062316,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Turkey,1998,271755.93253179,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Finland,2007,5793.79319374182,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2014,70341.49779823,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,2014,341152.531504158,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Croatia,2002,2276.72903481168,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Italy,1996,551.050451038267,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Finland,1997,5831.75844753035,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,2004,9216.6404835836,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Czech Republic,2000,148624.740536033,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Finland,2012,4527.42472097089,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1993,38.4274224467359,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Canada,2004,2339.90561570986,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Romania,2012,50.756735758344,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
United States of America,2007,418985.162536219,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,2007,45257.888831885,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,1999,43181.3144851094,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,2010,6378.66502299905,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
United States of America,2012,6054.95249435678,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Italy,2002,3466.47580508128,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
United States of America,1997,412317.983332985,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Denmark,1997,377.532879697761,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Germany,1993,955977.599356065,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Finland,1998,5678.76837027459,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2005,1071.18513142457,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2005,295.474216211672,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Iceland,1998,212.332325585756,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2008,133551.130676922,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,1990,17636.5109993368,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Norway,1992,6109.90977258505,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2008,222.160572280848,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Finland,2003,85219.2986612438,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Spain,2002,332200.842752654,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1998,7594.95386962024,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Latvia,1991,3618.13417296435,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Liechtenstein,1990,0.00010441014408,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2012,11798.7302349001,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,1999,44354.5431186679,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,1990,1249828.64870129,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Bulgaria,1992,56551.5935722778,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Italy,2010,428879.681194381,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,2001,98.5488680526432,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2014,2452.84949184313,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Romania,1991,208477.415365055,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ireland,2003,69540.6510456126,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Czech Republic,1996,7869.55193757898,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Bulgaria,2000,4005.22085681668,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Iceland,2000,2728.93748510151,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,2009,511294.613817561,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Russian Federation,2001,25208.8051647327,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Greece,1995,110704.111282453,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Malta,2005,149.102920708606,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,2000,9894.71603003421,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Iceland,2011,4520.22086357683,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Ukraine,1994,161.221842716612,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Belgium,1990,146021.236760582,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Portugal,1992,11024.9964012123,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Italy,2010,9725.27307577869,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,1997,106.719315768663,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Portugal,1993,3921.57470054113,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Iceland,2006,589.048342642654,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1998,593.870450437595,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
European Union,2010,3933290.52224844,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,2009,405.8981948932,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,1997,28986.5752071457,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Austria,2006,3567.39359790372,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Austria,2012,79897.1151021792,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Cyprus,2009,921.274583825,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
