id,region,ndvi,yield,year,month,soil_type
5471,South,0.64,3.9,2020,2,peat
5472,South,0.88,4.3,2023,9,peat
5473,North,0.53,3.4,2021,2,sandy_loam
5474,East,0.88,2.2,2021,11,peat
5475,East,0.53,2.5,2020,12,peat
5476,East,0.73,4.9,2021,12,clay
5477,North,0.83,3.7,2023,4,clay
5478,West,0.65,3.6,2020,6,peat
5479,South,0.7,4.9,2023,10,sandy_loam
5480,North,0.53,3.8,2021,2,clay
5481,West,0.6,4.3,2021,9,sandy_loam
5482,South,0.73,2.2,2020,3,sandy_loam
5483,North,0.64,3.0,2020,12,clay
5484,East,0.77,4.4,2021,7,sandy_loam
5485,West,0.73,3.6,2022,10,peat
5486,West,0.89,4.7,2023,8,clay
5487,East,0.67,3.5,2021,12,clay
5488,West,0.83,2.8,2020,6,peat
5489,East,0.8,4.9,2020,12,clay
5490,West,0.63,2.3,2020,2,peat
5491,South,0.65,3.8,2022,10,peat
5492,South,0.61,3.0,2020,1,clay
5493,South,0.76,4.8,2020,1,clay
5494,North,0.73,4.4,2023,9,peat
5495,South,0.85,2.8,2023,5,peat
5496,East,0.77,2.1,2021,4,sandy_loam
5497,South,0.84,4.2,2021,6,sandy_loam
5498,West,0.89,4.5,2022,11,peat
5499,East,0.58,3.6,2023,3,sandy_loam
5500,East,0.67,3.6,2020,7,clay
5501,North,0.79,2.6,2020,5,sandy_loam
5502,North,0.87,2.3,2021,9,peat
5503,South,0.76,3.8,2023,2,clay
5504,East,0.82,3.3,2021,1,clay
5505,East,0.76,3.2,2022,5,clay
5506,West,0.81,2.1,2022,9,peat
5507,East,0.59,4.2,2021,8,peat
5508,West,0.89,2.2,2023,7,peat
5509,West,0.79,2.8,2021,9,peat
5510,West,0.56,2.0,2021,5,clay
5511,South,0.74,2.1,2021,12,sandy_loam
5512,South,0.62,3.0,2021,12,peat
5513,North,0.79,2.1,2021,11,clay
5514,South,0.8,2.4,2020,5,clay
5515,West,0.62,2.3,2023,6,sandy_loam
5516,West,0.61,3.3,2020,12,peat
5517,West,0.69,4.1,2020,2,peat
5518,South,0.58,3.4,2022,3,sandy_loam
5519,East,0.72,2.5,2020,7,clay
5520,North,0.73,3.6,2020,10,clay
5521,East,0.61,3.0,2020,1,sandy_loam
5522,North,0.75,4.3,2022,7,clay
5523,South,0.57,3.5,2022,3,peat
5524,West,0.72,4.5,2022,11,peat
5525,North,0.84,2.4,2020,12,peat
5526,South,0.67,3.2,2022,4,clay
5527,North,0.72,2.8,2023,7,sandy_loam
5528,South,0.81,2.5,2022,4,peat
5529,North,0.61,2.2,2021,7,sandy_loam
5530,East,0.6,2.5,2023,11,sandy_loam
5531,North,0.8,4.0,2021,5,peat
5532,South,0.52,4.3,2020,10,clay
5533,East,0.73,3.3,2020,12,peat
5534,East,0.57,3.9,2020,9,clay
5535,South,0.88,4.8,2020,6,peat
5536,North,0.6,2.7,2023,7,peat
5537,North,0.73,2.3,2022,10,peat
5538,West,0.82,3.8,2023,5,sandy_loam
5539,North,0.77,3.6,2021,2,peat
5540,North,0.88,4.3,2020,7,peat
5541,South,0.68,2.7,2021,9,peat
5542,South,0.88,3.3,2021,11,peat
5543,North,0.9,4.6,2022,9,clay
5544,North,0.7,3.2,2021,2,clay
5545,South,0.51,4.0,2020,3,clay
5546,North,0.87,4.1,2021,12,clay
5547,South,0.53,2.1,2022,11,peat
5548,North,0.54,4.7,2022,2,peat
5549,West,0.62,2.5,2023,2,peat
5550,East,0.68,3.4,2020,4,sandy_loam
5551,East,0.66,2.9,2022,7,peat
5552,East,0.66,3.4,2023,9,peat
5553,North,0.88,4.2,2021,8,sandy_loam
5554,West,0.55,4.9,2020,7,clay
5555,West,0.88,3.5,2022,5,clay
5556,North,0.86,4.2,2022,11,peat
5557,South,0.69,4.6,2023,9,peat
5558,East,0.86,3.5,2020,6,clay
5559,East,0.54,2.6,2022,8,peat
5560,South,0.65,2.3,2020,3,sandy_loam
5561,South,0.76,4.0,2020,12,peat
5562,North,0.74,2.8,2023,11,clay
5563,East,0.88,3.3,2020,5,clay
5564,South,0.64,4.6,2023,1,clay
5565,West,0.64,2.8,2020,8,peat
5566,North,0.79,2.1,2023,9,sandy_loam
5567,North,0.72,4.4,2022,12,sandy_loam
5568,East,0.64,4.9,2023,7,sandy_loam
5569,South,0.89,3.5,2022,6,peat
5570,North,0.6,4.8,2020,3,clay
5571,North,0.52,3.3,2022,3,sandy_loam
5572,West,0.82,2.3,2022,2,clay
5573,North,0.65,4.9,2020,6,sandy_loam
5574,North,0.53,3.0,2022,7,clay
5575,East,0.63,4.5,2022,6,sandy_loam
5576,East,0.73,2.7,2021,9,sandy_loam
5577,West,0.88,3.1,2023,2,peat
5578,South,0.79,3.8,2023,2,clay
5579,West,0.84,2.7,2021,5,peat
5580,West,0.53,2.4,2020,12,sandy_loam
5581,North,0.51,2.8,2021,3,clay
5582,North,0.79,2.6,2020,10,clay
5583,South,0.55,3.8,2020,2,sandy_loam
5584,South,0.87,4.8,2023,2,clay
5585,North,0.82,2.9,2022,10,clay
5586,East,0.81,4.8,2023,4,peat
5587,East,0.76,4.4,2021,11,peat
5588,North,0.63,5.0,2020,2,sandy_loam
5589,East,0.79,5.0,2021,12,peat
5590,East,0.79,3.1,2020,11,clay
5591,North,0.79,4.7,2021,10,clay
5592,West,0.77,2.8,2023,8,sandy_loam
5593,North,0.77,2.4,2021,9,clay
5594,North,0.74,4.8,2022,1,clay
5595,West,0.57,2.0,2022,5,clay
5596,South,0.6,4.3,2022,6,peat
5597,West,0.73,4.4,2023,11,peat
5598,East,0.82,3.0,2020,3,clay
5599,South,0.53,3.1,2021,8,peat
5600,North,0.88,2.9,2020,2,peat
5601,South,0.76,3.0,2021,11,clay
5602,South,0.58,3.0,2021,9,clay
5603,South,0.55,4.1,2020,7,clay
5604,West,0.76,2.2,2022,12,peat
5605,North,0.57,5.0,2021,1,clay
5606,North,0.53,3.7,2022,7,clay
5607,West,0.89,2.8,2021,6,clay
5608,South,0.59,3.3,2020,10,clay
5609,East,0.77,4.6,2021,8,clay
5610,East,0.71,3.6,2020,7,peat
5611,South,0.78,2.6,2020,8,sandy_loam
5612,West,0.79,4.4,2020,5,sandy_loam
5613,East,0.61,2.7,2021,8,clay
5614,West,0.86,2.8,2022,3,sandy_loam
5615,North,0.68,3.7,2023,3,clay
5616,East,0.63,2.4,2023,10,clay
5617,South,0.63,5.0,2021,3,peat
5618,South,0.66,3.6,2021,5,sandy_loam
5619,East,0.85,3.1,2022,4,peat
5620,North,0.75,2.5,2022,11,peat
5621,East,0.86,3.4,2021,5,sandy_loam
5622,East,0.64,3.7,2020,3,sandy_loam
5623,North,0.78,3.1,2022,2,sandy_loam
5624,East,0.61,4.4,2021,6,sandy_loam
5625,East,0.73,3.8,2021,5,clay
5626,South,0.77,3.4,2021,11,peat
5627,North,0.52,4.8,2022,1,clay
5628,West,0.54,4.8,2023,8,peat
5629,East,0.68,4.6,2023,8,clay
5630,South,0.64,2.7,2020,11,sandy_loam
5631,West,0.68,3.7,2023,9,clay
5632,West,0.86,4.8,2021,7,peat
5633,North,0.71,2.5,2023,12,sandy_loam
5634,West,0.65,2.0,2021,4,peat
5635,South,0.74,4.9,2020,3,sandy_loam
5636,North,0.63,2.8,2020,10,sandy_loam
5637,North,0.73,3.4,2020,2,sandy_loam
5638,East,0.52,4.3,2020,1,clay
5639,South,0.88,2.7,2023,12,sandy_loam
5640,South,0.8,2.5,2021,8,sandy_loam
5641,South,0.57,2.9,2023,8,clay
5642,West,0.81,3.1,2022,8,peat
5643,South,0.87,4.2,2020,12,peat
5644,West,0.73,3.4,2021,6,peat
5645,East,0.73,3.6,2020,5,clay
5646,East,0.84,2.7,2021,7,peat
5647,North,0.64,3.7,2023,9,clay
5648,West,0.89,2.3,2023,9,sandy_loam
5649,South,0.6,3.7,2023,12,sandy_loam
5650,South,0.63,2.4,2022,12,clay
5651,North,0.69,2.6,2020,5,clay
5652,North,0.81,3.3,2022,3,peat
5653,North,0.73,2.7,2021,10,clay
5654,South,0.66,2.9,2023,9,sandy_loam
5655,North,0.77,4.1,2020,2,sandy_loam
5656,West,0.73,4.0,2020,8,clay
5657,South,0.87,4.2,2023,11,peat
5658,North,0.79,3.2,2021,6,peat
5659,South,0.75,3.7,2023,7,clay
5660,South,0.71,2.3,2022,4,clay
5661,West,0.66,3.6,2023,11,peat
5662,West,0.62,4.3,2021,4,sandy_loam
5663,East,0.82,4.0,2020,9,sandy_loam
5664,North,0.89,5.0,2021,9,clay
5665,East,0.82,4.2,2020,2,clay
5666,South,0.61,2.3,2022,12,peat
5667,East,0.89,4.5,2021,2,clay
5668,East,0.52,4.7,2023,9,sandy_loam
5669,South,0.69,5.0,2020,3,sandy_loam
5670,North,0.88,3.4,2021,3,peat
5671,South,0.77,4.4,2022,2,peat
5672,North,0.8,4.4,2021,11,sandy_loam
5673,North,0.8,2.7,2022,2,clay
5674,West,0.76,2.5,2020,10,peat
5675,East,0.78,3.1,2022,10,sandy_loam
5676,East,0.51,3.0,2021,2,clay
5677,South,0.58,2.1,2020,10,sandy_loam
5678,East,0.63,4.7,2021,2,peat
5679,North,0.67,3.1,2020,9,peat
5680,West,0.76,2.2,2020,9,sandy_loam
5681,North,0.55,4.6,2021,8,clay
5682,South,0.9,2.4,2023,7,sandy_loam
5683,North,0.61,2.3,2021,10,sandy_loam
5684,West,0.7,4.8,2020,4,clay
5685,North,0.8,2.5,2023,3,clay
5686,East,0.78,4.5,2021,8,clay
5687,East,0.59,4.1,2022,4,clay
5688,West,0.64,4.7,2021,9,peat
5689,North,0.57,2.9,2020,8,sandy_loam
5690,West,0.74,4.4,2021,8,peat
5691,East,0.51,3.6,2022,3,clay
5692,North,0.83,2.1,2021,12,clay
5693,South,0.82,3.3,2021,7,clay
5694,West,0.8,3.9,2023,7,peat
5695,East,0.82,4.5,2022,2,clay
5696,West,0.64,4.6,2021,9,sandy_loam
5697,East,0.72,4.7,2023,8,clay
5698,North,0.85,4.9,2020,8,sandy_loam
5699,East,0.64,3.9,2021,1,peat
5700,South,0.56,4.9,2020,2,peat
5701,North,0.52,2.1,2020,10,sandy_loam
5702,North,0.56,4.6,2021,4,clay
5703,South,0.54,4.3,2021,10,peat
5704,North,0.74,2.6,2020,11,sandy_loam
5705,North,0.62,2.2,2020,11,peat
5706,East,0.76,3.0,2021,9,peat
5707,North,0.79,4.5,2022,1,clay
5708,South,0.73,3.4,2021,9,peat
5709,West,0.88,2.8,2022,5,sandy_loam
5710,West,0.68,2.9,2021,1,sandy_loam
5711,North,0.57,2.1,2020,2,clay
5712,South,0.83,4.2,2022,11,peat
5713,West,0.78,4.5,2020,10,sandy_loam
5714,South,0.54,4.8,2023,3,peat
5715,North,0.89,2.7,2023,4,peat
5716,East,0.77,4.0,2022,11,sandy_loam
5717,North,0.84,4.0,2023,3,peat
5718,South,0.63,4.5,2023,8,clay
5719,West,0.55,4.6,2020,7,clay
5720,West,0.68,2.2,2022,4,clay
5721,South,0.69,3.9,2023,9,sandy_loam
5722,North,0.8,4.2,2022,4,clay
5723,West,0.59,2.4,2021,1,sandy_loam
5724,South,0.88,4.0,2022,11,clay
5725,East,0.56,3.8,2023,6,clay
5726,South,0.77,2.9,2022,6,clay
5727,North,0.88,4.0,2021,5,clay
5728,South,0.54,3.6,2020,10,clay
5729,South,0.84,4.3,2023,2,sandy_loam
5730,North,0.75,4.8,2021,7,clay
5731,West,0.56,4.5,2023,5,sandy_loam
5732,North,0.62,3.7,2021,5,clay
5733,North,0.72,3.3,2022,9,sandy_loam
5734,South,0.64,2.5,2021,6,peat
5735,South,0.76,2.3,2020,7,sandy_loam
5736,South,0.55,2.6,2021,7,clay
5737,South,0.79,4.7,2023,7,sandy_loam
5738,South,0.54,3.7,2023,5,sandy_loam
5739,North,0.73,4.0,2022,7,sandy_loam
5740,North,0.81,3.3,2023,10,sandy_loam
5741,South,0.62,2.2,2022,12,peat
5742,East,0.73,2.7,2020,7,sandy_loam
5743,West,0.76,2.4,2021,7,sandy_loam
5744,West,0.68,3.4,2022,2,peat
5745,East,0.68,4.9,2021,11,peat
5746,North,0.62,4.4,2022,8,clay
5747,West,0.78,2.9,2021,4,peat
5748,East,0.55,2.2,2021,12,peat
5749,North,0.67,4.6,2020,5,clay
5750,East,0.56,2.6,2022,10,clay
5751,East,0.81,2.4,2020,1,clay
5752,North,0.51,2.4,2021,1,clay
5753,West,0.71,2.9,2023,4,peat
5754,East,0.58,3.5,2023,12,clay
5755,West,0.67,2.3,2021,4,clay
5756,North,0.78,4.4,2022,6,clay
5757,East,0.54,3.5,2021,3,clay
5758,East,0.64,2.9,2021,8,clay
5759,North,0.71,4.1,2022,10,peat
5760,South,0.69,2.7,2020,6,peat
5761,South,0.53,2.6,2021,3,peat
5762,West,0.88,3.5,2021,3,clay
5763,South,0.86,2.8,2020,5,peat
5764,South,0.52,4.3,2022,8,sandy_loam
5765,East,0.87,4.2,2021,6,sandy_loam
5766,South,0.81,4.8,2020,9,peat
5767,North,0.83,3.3,2022,1,clay
5768,West,0.89,2.6,2022,11,sandy_loam
5769,South,0.78,4.0,2022,11,peat
5770,East,0.65,4.2,2021,1,peat
5771,East,0.85,2.7,2023,4,peat
5772,West,0.63,4.2,2021,1,clay
5773,West,0.72,4.7,2020,10,peat
5774,South,0.85,2.1,2020,1,sandy_loam
5775,South,0.79,4.6,2023,5,clay
5776,South,0.54,2.7,2021,7,clay
5777,East,0.52,4.4,2023,10,peat
5778,North,0.57,4.2,2021,1,peat
5779,East,0.82,4.8,2021,6,clay
5780,West,0.7,3.0,2021,6,clay
5781,East,0.52,4.2,2020,2,sandy_loam
5782,North,0.88,3.7,2021,10,sandy_loam
5783,North,0.69,2.5,2021,3,sandy_loam
5784,West,0.51,3.2,2021,3,sandy_loam
5785,South,0.76,3.6,2022,9,sandy_loam
5786,South,0.65,4.3,2023,9,sandy_loam
5787,South,0.73,3.6,2022,7,peat
5788,South,0.57,3.3,2022,1,sandy_loam
5789,East,0.85,4.8,2020,7,clay
5790,West,0.64,3.4,2022,7,sandy_loam
5791,North,0.53,4.3,2023,6,peat
5792,South,0.89,2.4,2023,3,clay
5793,East,0.55,3.6,2022,9,clay
5794,West,0.56,3.4,2023,1,peat
5795,East,0.87,3.5,2023,5,sandy_loam
5796,South,0.87,4.9,2023,1,peat
5797,West,0.89,4.3,2023,8,clay
5798,South,0.81,2.0,2020,5,sandy_loam
5799,South,0.89,3.3,2020,2,clay
5800,South,0.55,2.5,2023,9,sandy_loam
5801,West,0.87,4.5,2021,3,peat
5802,West,0.71,2.4,2022,6,peat
5803,North,0.61,2.9,2023,8,peat
5804,East,0.52,2.3,2020,1,peat
5805,South,0.7,2.3,2021,2,clay
5806,South,0.89,4.1,2022,2,peat
5807,South,0.74,2.6,2021,7,sandy_loam
5808,West,0.66,4.6,2022,10,sandy_loam
5809,West,0.56,3.8,2022,4,peat
5810,South,0.58,3.1,2021,5,sandy_loam
5811,East,0.65,4.6,2020,1,peat
5812,East,0.68,4.7,2021,9,peat
5813,East,0.82,2.3,2020,7,clay
5814,East,0.76,4.8,2020,11,clay
5815,East,0.56,4.0,2022,6,clay
5816,North,0.55,2.5,2022,12,sandy_loam
5817,North,0.51,3.8,2022,1,clay
5818,South,0.56,4.5,2022,5,peat
5819,South,0.77,2.9,2021,8,clay
5820,East,0.87,4.5,2022,12,sandy_loam
5821,West,0.61,2.3,2021,9,clay
5822,East,0.73,3.9,2023,1,clay
5823,South,0.64,4.9,2022,12,clay
5824,South,0.63,4.4,2021,5,peat
5825,East,0.59,4.3,2023,4,sandy_loam
5826,North,0.73,4.1,2020,11,peat
5827,West,0.62,3.6,2022,4,clay
5828,South,0.59,4.3,2022,7,clay
5829,South,0.54,2.6,2020,10,sandy_loam
5830,North,0.53,3.0,2023,3,sandy_loam
5831,West,0.86,3.3,2021,4,clay
5832,West,0.53,2.0,2021,12,clay
5833,North,0.88,4.8,2022,6,peat
5834,South,0.74,3.0,2021,6,sandy_loam
5835,East,0.66,4.5,2020,3,peat
5836,East,0.72,3.2,2023,1,sandy_loam
5837,South,0.87,4.6,2021,4,clay
5838,West,0.77,4.2,2022,2,sandy_loam
5839,East,0.86,2.9,2022,12,peat
5840,East,0.61,3.5,2022,1,sandy_loam
5841,North,0.56,2.1,2023,7,sandy_loam
5842,North,0.73,4.9,2022,1,sandy_loam
5843,South,0.53,3.0,2021,2,peat
5844,North,0.59,3.4,2023,1,peat
5845,East,0.81,2.2,2022,8,peat
5846,South,0.73,4.3,2022,3,clay
5847,East,0.7,2.7,2020,4,clay
5848,East,0.56,3.6,2021,4,peat
5849,South,0.87,4.7,2021,11,peat
5850,West,0.68,2.9,2020,7,sandy_loam
5851,West,0.89,3.7,2022,11,peat
5852,South,0.57,4.4,2021,4,peat
5853,East,0.71,4.9,2020,5,clay
5854,South,0.76,3.6,2021,10,clay
5855,South,0.72,2.7,2021,2,sandy_loam
5856,West,0.57,3.0,2021,10,clay
5857,West,0.53,3.0,2021,4,clay
5858,East,0.7,3.2,2023,2,peat
5859,North,0.88,2.1,2020,5,clay
5860,East,0.62,3.0,2021,1,peat
5861,West,0.65,3.9,2020,11,clay
5862,East,0.65,4.1,2022,5,clay
5863,West,0.74,4.2,2021,10,sandy_loam
5864,West,0.66,4.6,2021,9,peat
5865,North,0.62,2.5,2021,4,sandy_loam
5866,North,0.72,4.4,2021,1,sandy_loam
5867,East,0.61,3.5,2020,4,peat
5868,West,0.76,3.6,2022,8,peat
5869,South,0.71,4.4,2021,1,sandy_loam
5870,East,0.75,2.3,2023,3,clay
5871,North,0.82,4.2,2023,2,sandy_loam
5872,North,0.55,2.2,2020,4,sandy_loam
5873,South,0.5,2.0,2022,1,sandy_loam
5874,East,0.54,4.1,2022,4,peat
5875,North,0.53,3.6,2023,8,clay
5876,North,0.8,4.6,2022,7,clay
5877,East,0.67,2.7,2021,2,sandy_loam
5878,West,0.77,3.8,2021,1,clay
5879,East,0.72,4.3,2022,2,clay
5880,South,0.77,2.9,2020,8,peat
5881,North,0.62,2.5,2022,6,peat
5882,East,0.88,2.9,2021,4,sandy_loam
5883,North,0.69,4.9,2021,11,sandy_loam
5884,South,0.75,3.0,2020,11,clay
5885,South,0.75,2.5,2021,4,clay
5886,North,0.79,2.5,2021,8,sandy_loam
5887,South,0.7,4.7,2023,7,clay
5888,South,0.73,4.5,2022,12,peat
5889,South,0.61,4.6,2022,1,sandy_loam
5890,West,0.64,4.5,2022,7,peat
5891,North,0.86,4.3,2023,10,clay
5892,South,0.87,2.6,2022,4,sandy_loam
5893,South,0.75,2.8,2020,11,sandy_loam
5894,South,0.74,2.9,2023,6,sandy_loam
5895,West,0.5,4.7,2023,3,sandy_loam
5896,North,0.66,3.4,2020,3,clay
5897,South,0.74,2.7,2022,8,clay
5898,West,0.71,4.3,2022,4,sandy_loam
5899,North,0.56,2.7,2020,7,clay
5900,North,0.74,3.6,2020,5,clay
5901,North,0.82,2.8,2020,11,peat
5902,East,0.75,3.6,2021,1,sandy_loam
5903,West,0.59,4.0,2022,5,sandy_loam
5904,West,0.66,2.8,2020,11,sandy_loam
5905,North,0.81,2.8,2022,5,clay
5906,North,0.64,4.3,2020,3,clay
5907,West,0.7,2.0,2020,4,clay
5908,West,0.6,2.3,2022,12,peat
5909,North,0.67,4.5,2020,10,peat
5910,East,0.74,2.1,2023,7,peat
5911,West,0.6,2.4,2021,1,sandy_loam
5912,North,0.74,2.2,2023,4,peat
5913,North,0.84,3.2,2020,11,peat
5914,East,0.51,4.8,2020,1,peat
5915,North,0.66,2.7,2020,9,sandy_loam
5916,West,0.73,4.9,2021,5,peat
5917,North,0.76,3.3,2023,11,sandy_loam
5918,North,0.88,4.8,2020,9,sandy_loam
5919,East,0.72,4.1,2021,3,peat
5920,West,0.9,4.5,2023,5,clay
5921,East,0.75,3.9,2020,3,clay
5922,South,0.87,3.8,2020,4,sandy_loam
5923,East,0.52,4.3,2020,3,sandy_loam
5924,West,0.73,4.1,2021,10,clay
5925,North,0.8,2.1,2023,6,peat
5926,East,0.63,4.7,2022,5,clay
5927,West,0.54,4.0,2020,6,sandy_loam
5928,West,0.75,2.8,2022,5,clay
5929,East,0.64,4.5,2022,4,sandy_loam
5930,East,0.61,2.4,2021,11,sandy_loam
5931,East,0.75,3.2,2023,6,sandy_loam
5932,East,0.7,4.3,2021,12,sandy_loam
5933,North,0.57,3.2,2020,9,peat
5934,West,0.87,3.7,2022,1,clay
5935,South,0.72,2.7,2022,8,clay
5936,South,0.66,3.7,2023,11,peat
5937,East,0.81,4.3,2021,3,clay
5938,South,0.65,3.8,2021,2,sandy_loam
5939,North,0.64,3.7,2020,12,peat
5940,South,0.77,4.9,2022,1,clay
5941,East,0.73,2.6,2023,5,peat
5942,East,0.61,2.2,2020,8,sandy_loam
5943,South,0.74,2.7,2022,8,sandy_loam
5944,East,0.74,4.6,2020,12,sandy_loam
5945,North,0.87,3.6,2020,8,clay
5946,West,0.77,4.3,2021,9,sandy_loam
5947,South,0.7,4.1,2021,11,peat
5948,West,0.8,2.2,2023,7,peat
5949,East,0.62,3.8,2021,5,peat
5950,West,0.89,2.4,2023,11,peat
5951,East,0.81,2.9,2022,2,clay
5952,North,0.73,4.5,2023,9,clay
5953,East,0.67,2.9,2023,1,sandy_loam
5954,North,0.82,4.0,2022,9,clay
5955,North,0.89,3.7,2022,5,clay
5956,South,0.71,3.2,2020,9,sandy_loam
5957,North,0.67,2.5,2021,2,clay
5958,West,0.5,2.8,2022,3,clay
5959,South,0.68,2.3,2021,3,peat
5960,South,0.54,4.8,2021,2,peat
5961,West,0.66,2.3,2022,1,clay
5962,East,0.58,4.5,2021,6,sandy_loam
5963,West,0.75,2.5,2023,11,clay
5964,South,0.6,4.8,2021,4,sandy_loam
5965,West,0.85,3.7,2022,7,clay
5966,East,0.66,3.0,2021,9,sandy_loam
5967,North,0.77,3.8,2023,1,clay
5968,North,0.61,3.5,2023,11,peat
5969,West,0.62,2.8,2022,9,peat
5970,South,0.76,4.3,2023,10,peat
5971,East,0.88,2.8,2023,10,clay
5972,North,0.67,4.0,2021,5,clay
5973,North,0.57,2.9,2020,9,peat
5974,West,0.73,4.5,2023,11,peat
5975,East,0.83,3.3,2023,8,peat
5976,East,0.51,4.0,2023,12,clay
5977,West,0.58,3.5,2022,1,clay
5978,South,0.72,2.1,2022,9,clay
5979,North,0.82,3.8,2021,8,peat
5980,South,0.51,2.4,2021,10,peat
5981,East,0.53,4.8,2022,2,clay
5982,East,0.51,3.9,2020,11,clay
5983,East,0.54,3.0,2021,12,clay
5984,West,0.52,4.8,2022,1,sandy_loam
5985,North,0.59,4.9,2022,3,clay
5986,South,0.85,3.6,2022,12,sandy_loam
5987,South,0.9,2.8,2021,2,sandy_loam
5988,West,0.63,4.0,2020,7,clay
5989,East,0.76,3.9,2021,3,clay
5990,East,0.58,3.8,2020,5,clay
5991,West,0.5,2.4,2020,10,clay
5992,East,0.84,5.0,2023,9,sandy_loam
5993,East,0.8,3.3,2023,11,peat
5994,South,0.65,4.9,2022,5,sandy_loam
5995,East,0.77,2.1,2022,5,sandy_loam
5996,South,0.87,3.8,2020,2,peat
5997,West,0.89,2.1,2020,9,clay
5998,North,0.89,3.5,2021,12,peat
5999,West,0.87,4.1,2023,7,peat
6000,East,0.6,3.6,2022,8,sandy_loam
6001,West,0.76,2.2,2021,8,clay
6002,South,0.86,2.7,2021,2,peat
6003,North,0.64,4.5,2021,2,peat
6004,North,0.62,2.3,2021,3,clay
6005,South,0.9,2.0,2021,2,peat
6006,South,0.59,2.1,2023,10,clay
6007,West,0.81,2.2,2020,11,peat
6008,South,0.86,4.8,2021,9,peat
6009,South,0.52,2.2,2020,10,peat
6010,South,0.78,2.0,2021,10,peat
6011,East,0.55,4.9,2022,7,peat
6012,South,0.66,3.7,2021,7,clay
6013,West,0.77,4.3,2023,12,clay
6014,South,0.66,2.6,2021,7,peat
6015,West,0.53,2.4,2021,10,clay
6016,North,0.7,2.4,2023,9,sandy_loam
6017,North,0.78,3.2,2021,5,sandy_loam
6018,South,0.89,4.1,2020,2,clay
6019,East,0.81,3.7,2021,5,sandy_loam
6020,West,0.8,4.9,2020,5,sandy_loam
6021,North,0.57,3.6,2022,12,peat
6022,North,0.68,2.2,2021,1,sandy_loam
6023,West,0.89,4.1,2020,8,clay
6024,South,0.73,5.0,2022,9,clay
6025,West,0.63,3.6,2023,3,peat
6026,South,0.86,2.4,2021,9,sandy_loam
6027,West,0.55,3.8,2020,8,clay
6028,North,0.53,4.5,2021,1,sandy_loam
6029,East,0.53,4.2,2023,5,clay
6030,North,0.61,4.4,2022,6,sandy_loam
6031,West,0.61,2.4,2020,5,sandy_loam
6032,North,0.57,4.9,2023,4,peat
6033,West,0.66,4.5,2023,6,sandy_loam
6034,West,0.87,3.5,2023,9,clay
6035,East,0.63,4.5,2023,11,sandy_loam
6036,North,0.86,3.8,2022,8,peat
6037,West,0.68,2.9,2021,3,sandy_loam
6038,South,0.69,4.0,2020,10,clay
6039,North,0.56,2.6,2023,9,sandy_loam
6040,West,0.79,4.7,2021,6,clay
6041,East,0.84,4.3,2021,11,clay
6042,South,0.81,4.8,2022,6,peat
6043,West,0.81,3.3,2022,11,sandy_loam
6044,East,0.79,2.5,2020,3,clay
6045,West,0.7,2.7,2021,1,peat
6046,West,0.51,5.0,2021,12,peat
6047,West,0.68,2.5,2022,11,clay
6048,East,0.89,3.8,2021,10,clay
6049,South,0.89,3.2,2022,7,clay
6050,East,0.87,4.9,2023,5,clay
6051,North,0.53,2.2,2022,1,sandy_loam
6052,North,0.52,3.8,2020,5,peat
6053,West,0.56,4.1,2021,7,sandy_loam
6054,South,0.53,2.9,2023,5,clay
6055,North,0.53,3.6,2022,4,sandy_loam
6056,East,0.53,3.0,2020,12,peat
6057,North,0.67,3.7,2020,12,sandy_loam
6058,West,0.74,3.1,2022,11,peat
6059,North,0.51,4.4,2023,4,peat
6060,East,0.88,2.9,2021,11,clay
6061,North,0.82,2.2,2021,6,sandy_loam
6062,North,0.6,3.0,2021,6,peat
6063,West,0.85,4.1,2023,6,peat
6064,West,0.85,4.2,2020,9,peat
6065,West,0.84,2.8,2021,6,peat
6066,North,0.84,4.7,2020,11,clay
6067,East,0.72,4.9,2020,4,peat
6068,North,0.74,2.3,2020,1,peat
6069,South,0.65,4.9,2022,5,sandy_loam
6070,North,0.79,2.1,2020,10,peat
6071,East,0.78,2.2,2020,12,sandy_loam
6072,North,0.76,3.2,2020,10,clay
6073,East,0.67,2.4,2021,5,clay
6074,North,0.72,3.3,2023,4,peat
6075,West,0.56,2.6,2021,3,clay
6076,South,0.72,3.7,2023,10,sandy_loam
6077,North,0.72,2.5,2020,12,clay
6078,North,0.86,2.2,2020,6,sandy_loam
6079,East,0.71,4.9,2021,7,clay
6080,North,0.54,3.2,2020,9,sandy_loam
6081,East,0.68,2.8,2021,3,peat
6082,West,0.83,2.8,2023,10,sandy_loam
6083,East,0.76,2.9,2021,8,clay
6084,North,0.8,3.4,2023,1,peat
6085,East,0.77,2.8,2020,12,sandy_loam
6086,East,0.61,3.1,2020,12,clay
6087,South,0.57,4.6,2020,1,sandy_loam
6088,North,0.71,2.2,2023,10,peat
6089,South,0.56,5.0,2022,10,peat
6090,South,0.72,3.3,2021,9,peat
6091,East,0.64,4.9,2020,10,sandy_loam
6092,West,0.73,4.0,2022,9,sandy_loam
6093,South,0.51,2.8,2020,3,sandy_loam
6094,North,0.52,4.9,2023,8,sandy_loam
6095,East,0.66,4.3,2020,8,peat
6096,South,0.63,2.6,2023,11,peat
6097,East,0.89,4.1,2020,11,sandy_loam
6098,East,0.82,3.5,2020,1,clay
